datetime,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),Rainfall,Boiling Point,latitude,longitude
2021-05-05 12:00:00,20.5,89.0,0.6,4.7,2.95,8.55,32.07,0.03,84.05,16.5,1.43,221.75,470.75,38.48,0.0,711.0,23.2599,77.4126
2021-05-05 13:00:00,20.5,79.0,0.67,5.42,3.42,8.28,25.8,0.04,80.1,14.75,1.62,249.0,449.25,39.12,0.0,711.0,23.2599,77.4126
2021-05-05 14:00:00,16.5,69.5,0.75,5.95,3.77,7.42,25.1,0.04,79.03,14.25,1.77,258.5,431.0,38.75,0.0,711.0,23.2599,77.4126
2021-05-05 15:00:00,17.25,74.5,0.62,4.88,3.1,7.6,27.1,0.04,82.1,13.25,1.38,239.75,421.25,39.75,0.0,711.0,23.2599,77.4126
2021-05-05 16:00:00,15.25,69.25,0.55,5.35,3.25,7.35,29.22,0.24,82.4,13.75,1.4,218.75,366.5,39.27,0.0,711.0,23.2599,77.4126
2021-05-05 17:00:00,17.0,75.25,0.25,5.18,2.98,7.15,29.93,0.27,81.38,14.0,0.97,234.75,188.25,38.25,0.0,711.0,23.2599,77.4126
2021-05-05 18:00:00,19.75,75.25,0.35,6.33,3.62,6.5,33.78,0.35,74.58,16.25,0.58,223.75,15.0,35.62,0.0,711.0,23.2599,77.4126
2021-05-05 19:00:00,20.0,85.25,0.7,10.05,5.88,6.8,30.9,0.48,63.1,18.25,0.33,241.25,13.75,33.67,0.0,711.0,23.2599,77.4126
2021-05-05 20:00:00,25.5,100.0,0.75,14.35,8.25,7.28,26.55,0.6,51.0,19.5,0.3,248.25,11.5,32.77,0.0,711.0,23.2599,77.4126
2021-05-05 21:00:00,34.75,114.0,1.25,20.65,12.02,9.03,27.73,0.73,38.45,22.0,0.3,290.5,12.25,31.63,0.0,710.25,23.2599,77.4126
2021-05-05 22:00:00,39.25,113.5,2.15,26.83,16.02,11.07,27.63,0.6,40.4,22.5,0.3,158.0,13.5,31.55,0.0,709.0,23.2599,77.4126
2021-05-05 23:00:00,36.25,119.5,2.2,29.08,17.25,11.27,27.83,0.7,29.62,25.5,0.32,59.75,11.0,30.1,0.0,709.0,23.2599,77.4126
2021-05-06 00:00:00,40.5,120.75,2.22,30.65,18.1,13.18,27.93,0.81,33.15,25.25,0.35,186.5,12.5,29.9,0.0,709.0,23.2599,77.4126
2021-05-06 01:00:00,53.75,131.25,1.95,16.98,10.62,12.42,26.53,0.48,54.52,23.0,0.55,192.0,9.75,30.8,0.0,709.0,23.2599,77.4126
2021-05-06 02:00:00,34.0,108.0,1.65,15.45,9.55,11.6,30.55,0.47,54.02,22.5,1.03,214.25,8.0,30.75,0.0,709.0,23.2599,77.4126
2021-05-06 03:00:00,30.5,94.75,1.73,14.7,9.22,11.6,36.0,0.49,48.25,23.5,1.03,232.5,10.25,29.77,0.0,709.0,23.2599,77.4126
2021-05-06 04:00:00,29.75,82.25,1.77,14.9,9.43,11.5,31.67,0.47,44.35,25.75,1.05,220.5,11.75,28.62,0.0,709.0,23.2599,77.4126
2021-05-06 05:00:00,31.5,81.75,1.73,14.07,8.85,11.75,26.45,0.46,47.55,27.0,1.65,261.0,8.75,28.6,0.0,709.0,23.2599,77.4126
2021-05-06 06:00:00,30.75,79.5,1.95,15.12,9.62,11.62,25.12,0.53,45.23,28.75,1.35,262.25,39.0,28.65,0.0,709.0,23.2599,77.4126
2021-05-06 07:00:00,33.75,87.5,2.23,18.25,11.52,11.97,25.1,0.66,45.7,28.75,1.68,222.25,106.0,29.07,0.0,709.0,23.2599,77.4126
2021-05-06 08:00:00,35.75,102.5,2.38,18.5,11.72,12.15,26.4,0.65,60.63,25.25,1.25,262.0,290.25,30.8,0.0,709.0,23.2599,77.4126
2021-05-06 09:00:00,33.5,109.75,2.05,16.68,10.55,12.52,27.82,0.56,82.4,19.75,1.2,248.75,468.25,34.25,0.0,709.0,23.2599,77.4126
2021-05-06 10:00:00,28.0,89.0,2.0,16.05,10.12,12.12,35.0,0.46,89.12,16.25,1.07,228.75,466.75,37.12,0.0,709.5,23.2599,77.4126
2021-05-06 11:00:00,24.25,82.75,2.0,15.53,9.9,11.83,14.05,0.43,98.28,13.25,1.0,209.75,463.75,39.45,0.0,710.0,23.2599,77.4126
2021-05-06 12:00:00,22.0,84.25,2.05,15.9,10.1,11.35,18.48,0.4,99.65,12.75,1.27,183.0,464.25,40.1,0.0,710.0,23.2599,77.4126
2021-05-06 13:00:00,20.25,88.75,1.5,14.65,9.03,10.68,20.2,0.39,92.83,12.5,1.33,244.75,438.25,40.23,0.0,709.5,23.2599,77.4126
2021-05-06 14:00:00,15.75,82.5,1.85,14.22,9.1,10.32,26.2,0.36,97.3,12.0,1.07,151.5,417.75,40.95,0.0,709.0,23.2599,77.4126
2021-05-06 15:00:00,18.5,81.25,1.6,14.4,8.95,10.32,25.85,0.37,97.75,13.0,0.93,166.0,349.75,40.57,0.0,709.0,23.2599,77.4126
2021-05-06 16:00:00,19.25,69.0,1.6,14.08,8.8,10.55,23.62,0.26,89.97,13.5,0.85,210.0,297.0,39.98,0.0,709.0,23.2599,77.4126
2021-05-06 17:00:00,18.5,60.5,1.62,14.8,9.18,10.6,23.62,0.3,86.8,15.75,1.0,203.75,206.25,38.68,0.0,709.0,23.2599,77.4126
2021-05-06 18:00:00,24.5,75.5,1.67,16.32,10.05,11.55,30.62,0.41,79.48,20.5,1.23,199.5,17.25,36.3,0.0,709.0,23.2599,77.4126
2021-05-06 19:00:00,29.75,88.0,1.7,16.73,10.28,12.12,29.3,0.42,71.9,22.0,0.85,205.0,13.75,34.67,0.0,709.0,23.2599,77.4126
2021-05-06 20:00:00,33.25,89.25,1.92,18.0,11.15,12.72,27.07,0.49,64.35,23.25,0.78,202.0,14.0,33.75,0.0,709.0,23.2599,77.4126
2021-05-06 21:00:00,37.0,100.5,1.77,19.62,11.88,13.35,27.23,0.62,55.47,25.25,0.53,167.75,14.25,32.6,0.0,709.0,23.2599,77.4126
2021-05-06 22:00:00,39.0,94.75,1.88,21.73,13.07,13.78,26.57,0.65,51.27,27.0,0.5,171.75,11.25,31.95,0.0,709.0,23.2599,77.4126
2021-05-06 23:00:00,42.5,87.75,1.73,17.97,10.95,13.0,22.47,0.51,61.25,27.0,0.7,187.75,10.75,32.05,0.0,709.0,23.2599,77.4126
2021-05-07 00:00:00,33.75,79.0,1.65,14.55,9.1,13.12,23.38,0.45,69.15,28.5,1.23,199.75,12.0,31.88,0.0,709.0,23.2599,77.4126
2021-05-07 01:00:00,30.25,80.75,1.4,13.55,8.32,12.62,23.2,0.39,67.75,27.75,1.27,228.5,11.25,32.45,0.0,709.0,23.2599,77.4126
2021-05-07 02:00:00,29.75,77.5,1.5,14.35,8.8,13.12,26.25,0.47,55.57,28.25,0.98,223.75,12.75,31.27,0.0,709.0,23.2599,77.4126
2021-05-07 03:00:00,25.75,79.0,1.38,14.48,8.82,12.95,30.55,0.51,48.52,30.0,0.95,225.0,11.75,30.08,0.0,709.0,23.2599,77.4126
2021-05-07 04:00:00,26.5,80.5,1.55,14.28,8.85,12.6,34.65,0.51,42.37,30.5,1.23,213.5,11.75,29.15,0.0,709.0,23.2599,77.4126
2021-05-07 05:00:00,31.0,93.0,1.6,14.33,8.97,12.5,30.77,0.49,41.85,32.25,1.47,175.0,9.0,28.6,0.0,709.0,23.2599,77.4126
2021-05-07 06:00:00,30.75,117.0,1.7,14.5,9.07,12.47,23.12,0.44,51.5,35.25,0.7,195.0,25.5,28.5,0.0,709.0,23.2599,77.4126
2021-05-07 07:00:00,29.5,121.25,1.65,14.82,9.22,12.35,22.57,0.48,51.25,34.5,1.1,217.5,176.5,29.48,0.0,709.0,23.2599,77.4126
2021-05-07 08:00:00,29.5,132.5,1.88,15.28,9.65,12.25,20.42,0.46,59.63,30.75,1.05,218.5,371.75,31.92,0.0,709.0,23.2599,77.4126
2021-05-07 09:00:00,35.25,132.25,2.23,16.33,10.45,13.95,23.43,0.54,76.7,27.75,1.33,241.0,469.5,33.78,0.0,709.0,23.2599,77.4126
2021-05-07 10:00:00,39.5,151.75,2.02,15.98,10.15,14.2,18.9,0.53,83.27,25.25,1.78,254.75,471.5,35.1,0.0,708.75,23.2599,77.4126
2021-05-07 11:00:00,39.5,176.0,2.0,15.47,9.87,13.9,4.25,0.5,92.1,21.5,1.65,245.0,474.0,36.92,0.0,708.0,23.2599,77.4126
2021-05-07 12:00:00,33.5,180.75,2.25,15.1,9.85,12.1,17.55,0.45,92.62,19.0,1.6,251.0,471.0,38.08,0.0,708.0,23.2599,77.4126
2021-05-07 13:00:00,27.75,150.25,1.73,15.68,9.8,11.58,25.9,0.46,89.85,17.5,1.72,245.25,449.5,39.12,0.0,708.0,23.2599,77.4126
2021-05-07 14:00:00,24.25,125.25,1.9,14.85,9.45,11.27,23.25,0.36,90.95,17.5,1.62,258.75,412.5,39.05,0.0,708.0,23.2599,77.4126
2021-05-07 15:00:00,22.5,121.75,1.78,14.82,9.35,11.25,21.75,0.38,89.8,18.5,1.45,260.5,370.25,38.52,0.0,708.0,23.2599,77.4126
2021-05-07 16:00:00,15.75,100.5,1.6,15.32,9.45,11.38,22.32,0.28,89.15,18.25,1.33,222.0,322.25,38.52,0.0,708.0,23.2599,77.4126
2021-05-07 17:00:00,17.25,97.5,1.55,15.25,9.4,11.3,22.55,0.27,88.1,19.75,1.27,248.25,164.5,37.75,0.0,708.0,23.2599,77.4126
2021-05-07 18:00:00,17.0,93.25,1.5,18.4,11.0,11.62,25.78,0.43,84.38,22.5,1.12,271.5,17.75,35.95,0.0,708.0,23.2599,77.4126
2021-05-07 19:00:00,23.0,126.5,1.6,22.25,13.13,12.27,29.73,0.6,73.22,25.5,0.55,286.0,12.75,34.42,0.0,708.0,23.2599,77.4126
2021-05-07 20:00:00,24.5,137.5,1.85,25.75,15.18,12.7,31.33,0.7,67.52,26.0,0.45,308.75,13.25,33.45,0.0,708.0,23.2599,77.4126
2021-05-07 21:00:00,28.75,121.0,1.75,29.17,16.95,12.53,34.95,0.83,49.38,28.0,0.3,218.0,13.0,32.17,0.0,708.0,23.2599,77.4126
2021-05-07 22:00:00,31.0,123.75,2.15,29.2,17.27,14.1,26.12,0.79,56.85,28.75,0.67,125.0,12.0,32.02,0.0,708.0,23.2599,77.4126
2021-05-07 23:00:00,42.5,130.5,1.65,20.75,12.38,13.75,23.3,0.69,70.0,33.25,0.47,98.0,12.0,31.38,0.0,708.0,23.2599,77.4126
2021-05-08 00:00:00,56.75,137.0,1.57,21.68,12.78,15.38,28.75,0.72,61.2,37.75,0.4,121.5,10.75,30.58,0.0,708.0,23.2599,77.4126
2021-05-08 01:00:00,72.0,163.75,2.15,25.57,15.38,15.95,31.2,0.69,58.08,39.75,0.5,191.75,13.0,29.95,0.0,708.0,23.2599,77.4126
2021-05-08 02:00:00,57.0,144.25,1.85,20.15,12.22,17.1,33.33,0.64,75.72,41.75,0.5,142.5,12.5,29.48,0.0,708.0,23.2599,77.4126
2021-05-08 03:00:00,55.5,144.25,2.05,19.35,11.95,17.4,34.32,0.69,75.53,45.0,0.38,128.5,12.75,28.67,0.0,708.0,23.2599,77.4126
2021-05-08 04:00:00,51.5,145.0,1.92,18.52,11.43,17.55,54.02,0.77,76.45,47.75,0.3,138.5,13.25,28.25,0.0,708.0,23.2599,77.4126
2021-05-08 05:00:00,53.75,129.0,1.88,18.3,11.28,17.9,41.9,0.8,74.05,48.75,0.33,154.75,12.5,28.05,0.0,708.0,23.2599,77.4126
2021-05-08 06:00:00,56.5,137.0,2.05,19.57,12.07,18.93,34.88,0.76,69.47,48.75,0.5,144.0,23.75,28.2,0.0,708.0,23.2599,77.4126
2021-05-08 07:00:00,58.5,145.5,2.48,20.0,12.67,18.45,35.95,0.75,66.93,46.25,0.78,131.5,101.0,29.27,0.0,708.0,23.2599,77.4126
2021-05-08 08:00:00,59.5,148.25,2.3,20.23,12.65,18.27,61.75,0.64,74.2,39.5,1.27,155.25,281.5,31.25,0.0,708.0,23.2599,77.4126
2021-05-08 09:00:00,52.5,123.0,2.25,16.98,10.85,18.3,35.85,0.42,91.15,32.5,1.22,157.25,465.5,34.27,0.0,708.0,23.2599,77.4126
2021-05-08 10:00:00,32.75,83.75,2.15,16.43,10.5,18.07,33.3,0.49,96.37,26.5,0.88,159.5,461.5,37.62,0.0,708.5,23.2599,77.4126
2021-05-08 11:00:00,27.5,77.25,1.75,12.45,8.05,16.2,42.4,0.49,104.6,21.75,1.02,174.25,473.0,39.33,0.0,709.75,23.2599,77.4126
2021-05-08 12:00:00,24.75,83.75,0.5,4.15,2.55,10.15,37.9,0.42,96.92,17.25,1.4,213.5,473.25,39.35,0.0,711.0,23.2599,77.4126
2021-05-08 13:00:00,20.25,79.5,0.42,4.2,2.6,9.9,39.75,0.41,97.25,17.75,1.57,228.5,429.25,39.15,0.0,711.0,23.2599,77.4126
2021-05-08 14:00:00,18.0,75.5,0.57,4.67,3.0,10.07,31.57,0.36,99.1,20.75,1.5,191.5,373.5,38.88,0.0,711.0,23.2599,77.4126
2021-05-08 15:00:00,19.75,89.25,0.23,5.47,3.05,10.52,29.35,0.33,98.47,24.5,1.47,172.75,146.75,36.55,0.0,711.0,23.2599,77.4126
2021-05-08 16:00:00,25.0,76.33,0.43,9.3,5.27,11.5,30.5,0.43,94.43,24.67,0.73,206.67,127.0,36.33,0.0,710.67,23.2599,77.4126
2021-05-08 17:00:00,25.5,82.5,1.78,16.18,10.02,14.05,28.25,0.4,94.88,25.0,0.33,156.0,59.5,36.0,0.0,709.0,23.2599,77.4126
2021-05-08 18:00:00,26.75,79.25,1.78,18.95,11.47,14.73,31.0,0.63,81.78,27.75,0.6,162.0,17.25,35.17,0.0,709.0,23.2599,77.4126
2021-05-08 19:00:00,27.0,95.75,1.75,19.4,11.77,14.73,39.35,0.61,81.57,30.75,1.4,150.0,12.0,33.45,0.0,709.0,23.2599,77.4126
2021-05-08 20:00:00,29.75,101.5,1.67,17.48,10.65,14.7,39.58,0.64,77.6,33.75,1.15,132.25,11.0,32.65,0.0,709.0,23.2599,77.4126
2021-05-08 21:00:00,30.5,80.75,1.42,16.7,10.03,14.9,40.18,0.66,78.05,35.25,0.88,142.25,10.5,32.03,0.0,709.0,23.2599,77.4126
2021-05-08 22:00:00,31.75,65.0,1.95,16.0,10.05,15.3,30.98,0.57,76.05,37.25,0.82,145.25,11.0,31.2,0.0,709.0,23.2599,77.4126
2021-05-08 23:00:00,22.75,55.0,1.55,15.07,9.3,14.15,30.23,0.47,77.3,41.25,0.9,157.25,11.25,30.07,0.0,709.0,23.2599,77.4126
2021-05-09 00:00:00,23.75,50.5,1.65,15.5,9.6,15.2,29.9,0.47,71.6,45.5,0.57,127.5,10.5,29.1,0.0,709.0,23.2599,77.4126
2021-05-09 01:00:00,22.0,47.5,1.68,15.78,9.75,15.93,31.8,0.45,66.1,48.0,0.75,151.0,9.5,28.58,0.0,709.0,23.2599,77.4126
2021-05-09 02:00:00,27.5,51.75,1.52,15.2,9.38,17.0,33.98,0.49,65.3,49.5,1.15,162.0,11.75,28.25,0.0,709.0,23.2599,77.4126
2021-05-09 03:00:00,27.5,53.0,1.7,15.93,9.82,17.3,38.98,0.61,62.4,51.25,1.27,163.75,12.5,27.98,0.0,709.0,23.2599,77.4126
2021-05-09 04:00:00,33.25,61.25,1.75,16.52,10.25,17.27,45.98,0.72,57.42,52.75,1.25,163.25,11.0,27.55,0.0,709.0,23.2599,77.4126
2021-05-09 05:00:00,37.25,68.5,1.88,17.65,10.9,18.15,69.12,0.81,55.75,54.25,1.27,163.75,13.0,27.2,0.0,709.0,23.2599,77.4126
2021-05-09 06:00:00,35.5,68.5,1.95,16.18,10.2,17.98,48.85,0.66,61.95,55.5,1.4,165.25,28.25,27.23,0.0,709.0,23.2599,77.4126
2021-05-09 07:00:00,28.75,61.0,2.15,14.95,9.7,16.52,37.88,0.56,63.4,54.0,1.18,142.75,111.5,28.12,0.0,709.0,23.2599,77.4126
2021-05-09 08:00:00,31.25,53.75,2.1,16.22,10.33,17.23,41.75,0.56,66.93,48.5,1.05,157.5,299.75,30.22,0.0,709.0,23.2599,77.4126
2021-05-09 09:00:00,32.0,57.5,2.05,14.88,9.55,19.55,39.83,0.48,80.75,41.0,1.27,173.5,469.5,32.8,0.0,709.0,23.2599,77.4126
2021-05-09 10:00:00,29.75,55.25,1.77,14.4,9.12,19.22,37.43,0.54,86.4,34.0,0.9,150.75,450.75,36.0,0.0,709.0,23.2599,77.4126
2021-05-09 11:00:00,24.5,64.75,1.9,13.7,8.87,19.37,37.85,0.56,95.53,27.5,1.07,196.75,458.75,38.05,0.0,709.0,23.2599,77.4126
2021-05-09 12:00:00,29.0,72.75,1.9,14.05,9.05,16.45,38.9,0.59,107.9,25.0,1.05,177.0,418.75,39.08,0.0,709.0,23.2599,77.4126
2021-05-09 13:00:00,26.0,74.0,1.65,13.9,8.72,15.93,31.7,0.56,110.92,22.25,1.25,168.5,385.5,38.47,0.0,709.0,23.2599,77.4126
2021-05-09 14:00:00,18.75,95.0,1.75,14.05,8.88,15.17,30.82,0.45,102.12,28.25,2.05,170.75,383.5,35.2,0.0,709.0,23.2599,77.4126
2021-05-09 15:00:00,22.75,123.25,1.67,13.75,8.7,13.92,27.8,0.34,98.35,28.75,1.78,172.75,300.0,35.25,0.0,709.0,23.2599,77.4126
2021-05-09 16:00:00,21.0,73.0,1.6,14.35,8.93,14.82,27.52,0.42,99.5,30.0,1.3,178.75,319.0,35.23,0.0,709.0,23.2599,77.4126
2021-05-09 17:00:00,26.25,74.25,1.55,15.78,9.62,15.32,27.18,0.48,93.53,32.25,0.75,147.0,148.75,34.25,0.0,709.0,23.2599,77.4126
2021-05-09 18:00:00,24.75,77.25,1.75,19.22,11.65,16.15,29.9,0.62,81.92,34.5,0.5,134.5,14.0,33.2,0.0,709.0,23.2599,77.4126
2021-05-09 19:00:00,27.75,75.5,2.35,20.8,13.0,16.05,34.73,0.75,73.85,36.25,1.02,121.25,9.75,32.33,0.0,709.0,23.2599,77.4126
2021-05-09 20:00:00,28.0,74.75,1.65,18.35,11.1,15.75,34.05,0.73,72.83,39.75,1.27,160.0,12.0,31.23,0.0,709.0,23.2599,77.4126
2021-05-09 21:00:00,22.25,65.75,1.82,17.53,10.8,15.45,38.65,0.72,73.3,40.0,0.95,130.0,9.25,30.8,0.0,709.0,23.2599,77.4126
2021-05-09 22:00:00,22.75,59.75,1.73,17.78,10.85,15.73,33.98,0.7,65.55,42.25,0.78,149.0,11.0,29.98,0.0,709.0,23.2599,77.4126
2021-05-09 23:00:00,20.75,59.25,1.57,16.55,10.12,14.82,26.73,0.56,60.15,45.25,1.08,156.5,11.75,29.05,0.0,709.0,23.2599,77.4126
2021-05-10 00:00:00,18.25,50.75,1.9,16.38,10.3,14.93,23.65,0.54,58.35,47.0,0.8,161.0,11.5,28.43,0.0,709.0,23.2599,77.4126
2021-05-10 01:00:00,22.5,50.0,1.75,16.2,10.03,14.88,23.17,0.51,64.85,48.25,0.8,145.25,11.25,27.95,0.0,709.0,23.2599,77.4126
2021-05-10 02:00:00,23.75,51.75,1.6,15.75,9.65,15.53,24.73,0.55,58.1,49.0,1.12,180.25,12.5,27.83,0.0,709.0,23.2599,77.4126
2021-05-10 03:00:00,23.25,54.25,1.65,16.65,10.18,16.1,26.4,0.64,55.05,51.5,0.75,127.75,11.25,26.92,0.0,709.0,23.2599,77.4126
2021-05-10 04:00:00,23.0,45.0,1.62,16.5,10.1,15.68,27.5,0.64,58.55,55.0,0.72,164.25,13.75,26.18,0.0,709.0,23.2599,77.4126
2021-05-10 05:00:00,19.25,42.5,1.75,15.3,9.6,15.32,25.9,0.67,61.05,56.25,0.8,142.75,13.5,25.82,0.0,709.0,23.2599,77.4126
2021-05-10 06:00:00,17.75,47.5,1.78,15.93,9.93,15.9,26.1,0.7,58.45,55.75,1.18,165.25,25.75,26.1,0.0,709.0,23.2599,77.4126
2021-05-10 07:00:00,20.0,58.75,2.02,16.0,10.2,14.93,27.4,0.64,62.85,52.75,1.25,156.25,99.25,27.52,0.0,709.0,23.2599,77.4126
2021-05-10 08:00:00,20.0,61.75,2.23,16.7,10.68,14.77,36.65,0.67,69.43,49.0,1.85,166.0,295.75,29.35,0.0,709.0,23.2599,77.4126
2021-05-10 09:00:00,20.0,63.5,2.5,15.12,10.07,16.6,27.07,0.57,83.65,42.25,1.83,160.0,492.25,31.85,0.0,708.75,23.2599,77.4126
2021-05-10 10:00:00,20.0,63.0,1.95,14.68,9.4,17.17,24.83,0.56,90.28,33.75,1.12,175.25,476.25,35.07,0.0,708.0,23.2599,77.4126
2021-05-10 11:00:00,20.0,66.0,2.03,14.77,9.5,16.27,33.2,0.7,98.22,30.0,1.03,173.5,491.5,37.15,0.0,708.0,23.2599,77.4126
2021-05-10 12:00:00,20.0,66.0,0.65,6.05,3.75,12.3,35.9,0.69,110.7,26.0,1.12,187.0,467.75,38.53,0.0,708.0,23.2599,77.4126
2021-05-10 13:00:00,24.33,66.0,1.45,15.05,9.25,15.55,32.25,0.64,106.8,23.5,1.0,160.0,417.5,39.4,0.0,709.0,23.2599,77.4126
2021-05-10 14:00:00,26.25,80.0,1.83,15.5,9.7,15.6,25.85,0.56,115.07,24.5,1.17,185.0,338.0,38.27,0.0,710.5,23.2599,77.4126
2021-05-10 15:00:00,24.5,85.75,1.92,14.82,9.47,14.45,24.52,0.44,104.97,29.25,2.0,163.0,273.25,36.45,0.0,711.0,23.2599,77.4126
2021-05-10 16:00:00,25.75,93.75,1.7,14.28,9.0,14.68,23.33,0.44,95.48,36.25,2.25,165.25,364.5,33.58,0.0,711.0,23.2599,77.4126
2021-05-10 17:00:00,24.5,96.25,1.85,15.85,9.92,14.72,22.32,0.45,90.82,33.75,1.58,165.75,177.5,34.1,0.0,711.0,23.2599,77.4126
2021-05-10 18:00:00,23.25,84.5,1.57,18.38,11.07,15.07,23.27,0.58,83.75,35.0,1.27,145.75,15.75,32.95,0.0,711.0,23.2599,77.4126
2021-05-10 19:00:00,28.25,104.25,1.78,24.8,14.65,15.72,37.17,0.85,66.02,35.25,0.52,147.25,10.75,32.35,0.0,711.0,23.2599,77.4126
2021-05-10 20:00:00,39.5,109.25,1.95,24.77,14.75,15.38,30.95,0.86,64.1,36.75,0.5,128.25,10.75,31.45,0.0,711.0,23.2599,77.4126
2021-05-10 21:00:00,34.25,95.25,1.88,22.57,13.52,15.0,26.12,0.83,62.82,39.25,0.8,165.0,10.75,30.65,0.0,711.0,23.2599,77.4126
2021-05-10 22:00:00,30.75,93.25,1.75,19.38,11.75,15.63,28.0,0.74,63.6,42.75,1.27,162.25,11.5,29.95,0.0,711.0,23.2599,77.4126
2021-05-10 23:00:00,25.5,81.75,1.65,18.05,10.95,15.03,34.6,0.54,63.0,49.0,1.23,177.25,11.5,28.8,0.0,711.0,23.2599,77.4126
2021-05-11 00:00:00,22.25,76.25,1.5,16.0,9.75,14.6,30.2,0.52,65.57,49.0,1.6,175.5,10.5,28.55,0.0,711.0,23.2599,77.4126
2021-05-11 01:00:00,24.5,81.5,1.5,14.05,8.68,14.75,26.83,0.46,77.5,52.0,2.23,161.5,10.75,26.7,0.0,711.0,23.2599,77.4126
2021-05-11 02:00:00,19.75,54.75,1.52,13.58,8.5,15.05,29.2,0.47,81.2,53.5,1.6,123.5,11.75,25.85,0.0,711.0,23.2599,77.4126
2021-05-11 03:00:00,17.75,41.0,1.7,13.5,8.57,15.4,28.0,0.55,82.92,53.75,1.55,143.5,13.75,25.5,0.0,711.0,23.2599,77.4126
2021-05-11 04:00:00,15.75,36.75,1.7,13.45,8.57,14.5,27.8,0.6,81.38,55.75,1.0,146.25,11.0,24.95,0.0,711.0,23.2599,77.4126
2021-05-11 05:00:00,20.0,33.75,1.45,14.0,8.65,14.27,31.05,0.65,76.05,58.0,0.75,128.25,14.25,24.55,0.0,711.0,23.2599,77.4126
2021-05-11 06:00:00,17.0,37.5,1.85,15.45,9.7,14.98,32.55,0.72,68.4,58.5,0.78,145.5,20.0,24.65,0.0,711.0,23.2599,77.4126
2021-05-11 07:00:00,17.0,42.75,2.02,14.88,9.6,14.82,27.27,0.59,71.17,55.25,1.32,155.75,65.0,25.93,0.0,711.0,23.2599,77.4126
2021-05-11 08:00:00,17.75,47.0,1.83,15.0,9.45,14.3,28.32,0.59,76.63,51.0,1.45,165.5,252.0,27.82,0.0,711.0,23.2599,77.4126
2021-05-11 09:00:00,20.25,52.75,2.03,15.9,10.12,16.4,32.62,0.54,92.15,43.75,1.38,169.75,490.5,30.8,0.0,711.0,23.2599,77.4126
2021-05-11 10:00:00,19.0,53.5,2.25,14.88,9.75,16.32,28.37,0.47,94.03,33.75,1.18,201.75,477.5,34.23,0.0,711.0,23.2599,77.4126
2021-05-11 11:00:00,12.0,62.0,2.3,15.37,10.07,15.53,28.5,0.54,88.25,27.25,1.62,231.5,484.0,36.17,0.0,711.0,23.2599,77.4126
2021-05-11 12:00:00,9.5,72.25,1.45,15.5,9.4,12.3,31.18,0.54,82.65,20.75,1.57,237.25,473.75,37.85,0.0,711.0,23.2599,77.4126
2021-05-11 13:00:00,11.75,66.0,2.12,15.25,9.82,11.97,30.57,0.54,80.1,18.0,1.45,235.0,451.75,39.2,0.0,711.0,23.2599,77.4126
2021-05-11 14:00:00,13.0,61.5,1.95,14.75,9.42,11.3,29.55,0.5,80.15,16.25,1.43,240.25,389.75,39.38,0.0,711.0,23.2599,77.4126
2021-05-11 15:00:00,9.75,58.0,1.75,14.6,9.17,10.48,28.12,0.36,80.4,16.0,1.67,247.25,406.0,39.08,0.0,711.0,23.2599,77.4126
2021-05-11 16:00:00,9.0,61.0,1.85,14.45,9.2,10.5,28.52,0.24,75.33,15.5,1.2,228.5,305.75,38.77,0.0,711.0,23.2599,77.4126
2021-05-11 17:00:00,8.5,59.75,1.72,14.85,9.3,10.12,27.73,0.24,76.15,16.0,1.15,229.5,178.25,38.2,0.0,711.0,23.2599,77.4126
2021-05-11 18:00:00,8.5,56.0,1.8,15.1,9.5,10.2,27.85,0.27,75.2,17.75,1.02,233.75,18.25,36.12,0.0,711.0,23.2599,77.4126
2021-05-11 19:00:00,12.25,59.5,1.5,16.8,10.18,10.18,29.08,0.42,64.58,20.5,0.5,244.0,11.5,34.42,0.0,711.0,23.2599,77.4126
2021-05-11 20:00:00,13.25,71.25,1.55,19.15,11.48,10.5,27.52,0.47,55.85,22.0,0.52,198.0,12.75,33.6,0.0,711.0,23.2599,77.4126
2021-05-11 21:00:00,21.25,69.5,1.78,16.4,10.17,10.18,27.88,0.44,55.38,21.25,0.88,229.75,10.75,33.6,0.0,711.0,23.2599,77.4126
2021-05-11 22:00:00,16.5,58.25,1.85,17.38,10.72,10.82,28.82,0.56,45.65,24.25,1.12,242.75,12.25,32.67,0.0,711.0,23.2599,77.4126
2021-05-11 23:00:00,19.25,74.0,2.08,19.35,11.97,11.25,26.23,0.56,53.5,35.25,1.55,203.75,10.75,30.75,0.0,711.0,23.2599,77.4126
2021-05-12 00:00:00,20.25,66.5,1.67,17.0,10.45,11.72,22.77,0.47,64.65,40.0,1.42,197.75,9.25,29.15,0.0,711.0,23.2599,77.4126
2021-05-12 01:00:00,12.25,41.25,1.68,16.75,10.28,11.92,23.92,0.42,62.38,41.0,0.62,209.5,12.0,28.33,0.0,711.0,23.2599,77.4126
2021-05-12 02:00:00,12.5,34.75,1.82,18.22,11.18,12.33,23.35,0.47,54.5,45.25,0.3,206.5,12.0,27.45,0.0,711.0,23.2599,77.4126
